start	end	text
2957960	2960960	It's not too early. It's not too early. Don't worry.
2960960	2975960	Let's say, even if the Dutch would junk all of their 40 or whatever F-16s that are still around up on Ukraine tomorrow in the morning, it would still take you one to two years to train enough personnel to fly all of them.
2975960	2977960	You do not have enough people.
2977960	2979960	Someone is already flying.
2979960	2981960	Just flying.
2981960	2982960	Over Ukraine.
2982960	2985960	You don't have enough pilots. You don't have enough ground personnel.
2985960	2989960	You don't have the support infrastructure. You don't have the spares.
2989960	2995960	You don't have maintenance facilities in Ukraine. You don't have it. It's simply not there.
2995960	3007960	So you mean that those aircraft which already fly above Ukraine, they do not conduct any military mission?
3007960	3008960	Oh, no. I do not say that.
3008960	3009960	What do they do?
3009960	3018960	There are five F-16s in Ukraine. This is the group that was delivered, what is it, two months ago, and they are flying air combat sorties.
3018960	3023960	Air defense sorties. I'm not dispute about this.
3023960	3038960	But increasing this number to, let's say, 30 or something, to something meaningful, you know, to a number that is making sense or having its effect upon developments on the battlefield.
3038960	3040960	It's going to take its time.
3040960	3043960	Okay. That's clear.
3043960	3054960	We also had a question that is being asked throughout Ukraine for about three years.
3054960	3063960	Why don't we still have our own iron dome above Ukraine?
3063960	3067960	What's about Ukrainian air defense?
3067960	3073960	Yeah. Where should I start?
3073960	3079960	Well, I mean, you are Ukrainian. You know it better than me. You grew up in Ukraine, if nothing else. I've never been to Ukraine.
3079960	3091960	The first problem is that from the independence in 1991, 1992, until 2014, nobody cared about Ukrainian armed forces.
3091960	3095960	So they were constantly decreasing, decreasing, decreasing, decreasing, downsizing, downsizing.
3095960	3103960	Units were constantly disbanded. Air bases were closed. Nobody needed armed forces.
3103960	3107960	There was peace everywhere. Everything was so beautiful.
3107960	3114960	And well, it's a matter of fact that Ukrainian economy wasn't particularly good.
3114960	3119960	So you had a situation where there was no money for armed forces either.
3119960	3128960	And therefore, although you had excellent companies which could design a manufacturing weaponry, nobody was buying this weaponry.
3128960	3134960	And so these companies, in some cases, ended working for the Russians, and not only a few of them.
3134960	3145960	So when the Russians needed some kind of tactical-guided weapons, air-to-air missiles and so on, these were made, or at least major parts of them,
3145960	3156960	major assemblies of them were made in Ukraine. And then the Russians would either use these at home or sell them abroad, export them to whatever customers.
3156960	3164960	So now the 2014 came, and there are lots of announcements and blah, blah, blah, blah, blah, and nothing happened.
3164960	3174960	Well, the most that has happened was to overhaul MiG-29s and S-25s and S-24s, very few S-24s, S-27s.
3174960	3184960	So they were overhauled. That means that they were taken apart, cleaned, refurbished, most important pieces were replaced.
3184960	3192960	Then everything was assembled, painted anew, and they received a new radio, they received new weapons management systems.
3192960	3199960	MiG-29s have even received this new computer, which is improving the performance of their radar. Beautiful.
3199960	3207960	And that's it. Nobody came to the idea, obviously, to finance the installation of development research and installation of,
3207960	3215960	or actually serious production and installation of new air-to-air missiles on MiG-29s or S-27s.
3215960	3226960	So this is the first point. The second point is, in order to have such weaponry, whether air-to-air missiles or surface-to-air missiles,
3226960	3231960	you should have had somebody who would manufacture them.
3231960	3247960	Basically, you had several design bureaus like Luch, for example, who have designs of new air-to-air missile and its surface-launched version,
3247960	3256960	with a range of something like 100 kilometers, which is something which your armed forces would need urgently right now,
3256960	3262960	and then not in a few examples, but in thousands. But it's not there. Why?
3262960	3271960	Well, because, obviously, somebody there is convinced that these are old companies, that they are too complex and they're wasting too much money
3271960	3277960	and doing nothing and they're useful and whatever else, therefore nothing is done.
3277960	3287960	And now, even if Luch would start, or actually give Artyom the production to launch this production, the serious production of this new weaponry,
3287960	3297960	it would take at least a year to introduce it to service. On the other side, meanwhile, Artyom was heavily hit several times by the Russians this summer,
3297960	3302960	so I don't even know how much of its underground facilities are still actually operational.
3302960	3312960	So why didn't this happen? Because nobody in Kiev had the far side enough to say, okay, guys, listen, we have to build up,
3312960	3321960	we have to invest into our defense sector, we have to reform it on time and then let it start manufacturing new weaponry on time.
3321960	3332960	So nothing happened in these regards, actually, even as of, was it Autumn 2022, perhaps in Autumn the last year.
3332960	3340960	And therefore, you do not have serious production, you do not have new ballistic missiles, you do not have air-to-air missiles,
3340960	3350960	you do not have surface-to-air missiles, although your companies have ready to use designs for them and they could put them into production.
3350960	3357960	The next point is also that there is always this petty bickering about who is going to get the money for this.
3357960	3368960	You have advisors to the government who are complaining that Artyom and Luch, they are old and this is too complex and let's not give them money.
3368960	3377960	Let's get this stuff from the West, which is nonsensical. It would have been better to pay Artyom already back in 2022
3377960	3381960	to start manufacturing these new air-to-air missiles and surface-to-air missiles.
3381960	3388960	However, the government back then was convinced now this war is going to end, whatever, in the 6 months, 12 months or something.
3388960	3392960	Therefore, you did not launch production on time.
3392960	3401960	Even the Neptune anti-ship missile, which is meanwhile also developed as a cruise missile, was available on in prototype form.
3402960	3418960	Some 12 or 15 examples around in February 2022 and this first successful deployment against Russian guided missile cruiser Moskva was actually something like an ultimate test of the weapon.
3418960	3427960	Before that, there was no operational unit in the Ukrainian Armed Forces operating Neptune's.
3427960	3433960	And ever since, how many are manufactured? 15 perhaps a year.
3433960	3446960	15 a year, where you could need actually, let's say at least 500 of them and probably then develop them into land attack versions, which could be launched from Asia 24.
3446960	3455960	So you don't need to beg Germans, British, French and the Americans for more storm shadows and similar stuff.
3455960	3458960	You could have had all of this already years ago.
3458960	3465960	Your government just failed to reorganize the defense sector to finance it properly to launch the production.
3465960	3472960	Right now, your defense sector is working with 40 to 60% of its capacity.
3472960	3482960	Which means actually that people are sitting there and working something like, let's say, 4 to 5 hours a day instead of 8 hours a day in 3 shifts.
3482960	3493960	This is insane. You're facing a war of extermination and your defense sector is sitting there and waiting for better times.
3493960	3502960	Because there's nobody in Kiev capable of reorganizing the financing of the sector and then the management of the sector itself.
3502960	3504960	Nothing is happening.
3504960	3515960	There are always big announcements, but until somebody from the West comes in, pays a lot of money probably somewhere and then invests a lot of money into one or the other factory, nothing happens.
3515960	3521960	And that is why you don't have modern air-to-air missiles for your suhuis and for your mix.
3521960	3524960	And why you don't have enough surface-to-air missiles.
3524960	3536960	And why, therefore, the entire production and the entire defense sector, its future functionality is under a big question mark.
3536960	3542960	Thank you, Tom, for such comprehensive explanation of our situation.
3542960	3545960	A few questions left.
3545960	3552960	The last one from this section is about Russian and Iranian trade.
3552960	3562960	Everyone in Ukraine knows that Russia buys Shahads and ballistic missiles and everything else from Iran.
3562960	3570960	From time to time, you're expressing your doubts about the actual amount of such military trade.
3570960	3573960	Could you please share with us your thoughts?
3573960	3576960	There is no alliance between Russia and Iran.
3576960	3584960	There's a relation between a customer and seller.
3584960	3590960	And there's lots of rivalry and lots of mistrust, especially from Iranians.
3590960	3595960	So all these stories about ballistic missiles, where are they?
3596960	3600960	I haven't seen any kind of Iranian ballistic missiles in Russia yet.
3600960	3603960	Because we already destroyed all of them.
3603960	3604960	Of course.
3604960	3606960	A few weeks ago.
3606960	3612960	You have even destroyed the secret depots where they were stored, you know?
3612960	3613960	Okay, seriously now.
3613960	3618960	There are no ballistic missiles in Iran, ballistic missiles in Russia.
3618960	3622960	Except they have delivered them the last five days, say.
3622960	3624960	It's not going to happen.
3624960	3628960	And for a simple reason that the Iranians do not trust the Russians.
3628960	3632960	I mean, study a little bit the history of Russia and Iran and their rivalry.
3632960	3639960	And you're going to see that they hate each other almost like Ukrainians and Russians are hating each other nowadays.
3639960	3650960	So, and then check the history of the last 20, 30 years and all the repeated attempts of Tehran to buy major weapons systems from Russia.
3650960	3660960	And every single one, almost every single one was screwed up, excuse me, for his passion in one way or the other by the Russians.
3660960	3669960	And then you have the situation in the Caspian Sea, where the Iranians would like to bring in their ships for exploration of gas and oil.
3669960	3676960	They know that it is there at the bottom of the sea, but they cannot bring their ships to explore it, to find it.
3676960	3683960	And to start drilling for it and exploiting it because the Russians wouldn't let them do so.
3683960	3688960	You cannot bring such a ship. These are big ships. They are very wide. They're very heavy.
3688960	3695960	And you cannot, the Iranians cannot build them on their own, on the Caspian, on their coast of the Caspian Sea.
3695960	3702960	So they would have to bring them via the river and channel systems of Russia from the Black Sea and so on.
3702960	3704960	You know this better than me.
3704960	3708960	So the Russians wouldn't let them. They wouldn't let them.
3708960	3711960	So this is the problem number one for the Iranians.
3711960	3723960	Problem number two, I said, every single major arms deal between Moscow and Tehran in the last 30 years, was messed up by the Russians.
3723960	3731960	There would be an agreement, a contract was signed, Iranians would pay 50% advance and nothing happened.
3731960	3738960	All the Russia, or if something happened, the Russians would deliver something entirely different than the Iranians have ordered.
3738960	3745960	That means, for example, the Iranians have ordered S-300 air defense systems, long-range air defense systems.
3745960	3751960	Russians delivered Tor, short-range air defense systems and such things.
3751960	3760960	And in some cases, for example, the Iranians, in one case, they went to Moscow and said, look, we want MiG-31s.
3760960	3768960	Here is one billion for them, right on the table, deliver them in one or two years whenever.
3768960	3774960	The Russians pocketed money and did nothing.
3774960	3785960	And then two years later, after lots of complaints from Tehran, the Russians delivered yet more tours and books and such things instead.
3785960	3791960	So why should Iranians trust them? They have no reason.
3791960	3798960	Shahid's UAVs, attack UAVs, was an exception from the rule. Why?
3798960	3807960	Because the Russians were so stupid to pay for something that is worth, perhaps, $5,000 to pay $200,000 per single Shahid.
3807960	3809960	Your own hackers have found this out.
3809960	3815960	So it was a brilliant opportunity, not in special, you know, no high technology from China, actually.
3815960	3819960	Okay, let them have it. We are cashing millions from this.
3819960	3822960	And that is why Russians have such weaponry.
3822960	3828960	But other Iranian weaponry, I haven't seen anything of that kind in Russia.
3828960	3836960	I've seen mortars and mortar shells of Iranian origins in Ukraine, but not in Russia.
3836960	3839960	So, that much about that.
3839960	3848960	And even if this fat, everybody's calling it ballistic missile, this is not a ballistic missile, this is an artillery rocket.
3848960	3855960	It is similar like BM-27 or BM-30, which Ukraine is also operating, BM-27, not BM-30.
3855960	3857960	And which Russia is already operating.
3857960	3866960	This is a heavy rocket, which is relatively precise and has a range of 100-120 kilometers.
3866960	3874960	Of course, if Iranians would deliver any to Russia, that would be a big problem for Ukraine, because they have a big warhead.
3874960	3884960	And if Iranians would deliver even just a few hundreds of them to Russia, Russian firepower would increase significantly.
3884960	3891960	But so far, I haven't seen an atom of evidence that any have been delivered to Russia.
3891960	3893960	And there is a good reason for this.
3893960	3898960	Because, for example, Iranian Air Force would like to acquire Su-35s.
3898960	3907960	But if the Iranians acquire Su-35s, they do not only want the aircraft, but they want also the capability to maintain this aircraft at home,
3907960	3913960	which in turn means they need the capability to manufacture spare parts for this aircraft at home.
3914960	3920960	And the Russians, this is something the Russians would deliver even to the Chinese, not to talk about Iranians.
3920960	3929960	So, as a bargain for such an eventuality, Iranians are holding back their ballistic missiles.
3929960	3935960	And now, when Iran is almost in a state of war with Israel, even more so.
3935960	3942960	They are not crazy to say, let's sell out our entire missile arsenal to Russia.
3942960	3944960	We are going to earn a few billion.
3944960	3949960	But if they sell off their ballistic missiles, they have nothing to shoot at Israel.
3951960	3958960	Therefore, all of these stories about thousands of Iranian ballistic missiles and blah, blah, blah, blah, to Russia.
3959960	3968960	And finally, after all of this, I said mistrust, bad experiences and so on.
3970960	3978960	Iranians have attempted to enter a sort of strategically alliance with Putin several times.
3978960	3981960	And he has turned them down every single time.
3981960	3987960	They have absolutely no reason to insist on some kind of alliance with him now.
3987960	3988960	Why should they?
3988960	3995960	So, even this story with alliance and whatever else, this is all lots of fantasy and at least as much hysteria.
3995960	4008960	And if nothing else, it's usually used in order to, for some, especially in the West, for some propagating some third point of issues.
4008960	4018960	Like, for example, the first time that there was a talk about the sale of F-35s to Israel, there was promptly a report that Iran is buying 100 S-27s.
4018960	4019960	I mean, which is nonsense.
4019960	4028960	Of course, Iran never bought S-27s, but because it was buying them because of fake news, Israel should get F-35s.
4028960	4029960	No problem.
4029960	4030960	This is how it works.
4031960	4032960	Thank you, Tom.
4032960	4035960	Let's hope they will not deal with each other.
4035960	4041960	Last few questions, and let's try to cover them shortly.
4041960	4048960	The first one, will Russian Federation complete the railway to Crimea this year?
4049960	4050960	Yes.
4050960	4052960	Isn't it already to Melitopol?
4054960	4055960	I'm not sure.
4055960	4056960	I'm not sure.
4056960	4062960	Do you think that this will cause huge consequences for us?
4062960	4063960	Of course.
4063960	4064960	Of course.
4065960	4067960	Railway from what is the place?
4067960	4074960	Niprov down to Melitopol, for example, that's making things massively easier for the Russians.
4074960	4076960	I do not need the Kerch Bridge anymore.
4077960	4083960	They can transport, what, 5000 kg, 5000 tons, sorry, a day to Melitopol.
4084960	4085960	It's perfect for them.
4086960	4091960	And the Ukrainians can, of course, try to hit that with my missiles and so on and so on,
4091960	4094960	but the Russians have it easier to repair a railway,
4094960	4099960	then it's much more complicated to repair a bridge instead.
4099960	4102960	So it is a perfect solution for them.
4103960	4104960	Thank you.
4104960	4111960	Regarding the bridge, what do you think, is it possible to destroy the Crimean Bridge with missiles?
4112960	4118960	With missiles alone, not really.
4119960	4126960	You can damage it temporarily, close it for a few weeks or even for two months, and that's it.
4126960	4130960	But you really need big missiles and really have to hit,
4130960	4134960	a very precise hit in a specific part of the construction.
4134960	4137960	You mean ballistic missiles, not cruise missiles?
4137960	4138960	Ballistic missiles, yes.
4138960	4139960	No, no cruise missiles.
4139960	4141960	No, no cruise missiles, okay.
4141960	4143960	I mean, it doesn't matter.
4143960	4148960	You need something like a 2000 kg warhead and this must be extremely precise
4148960	4153960	and hitting this particular part of the construction in order to drop a bridge.
4153960	4159960	It is pointless to hit the middle of the bridge because you're just going to create a gap in the road.
4159960	4160960	Nothing is going to happen.
4160960	4166960	We have seen this on so many other examples, Antonovsky Bridge, almost two years ago.
4166960	4175960	So, excuse me, right now I don't see Ukraine having an ability to drop the catch bridge.
4177960	4178960	Okay, thank you.
4178960	4180960	Tom, we have the last question.
4180960	4186960	You recently described the scenario for ending the war in the Middle East.
4186960	4190960	You yourself called it almost fantastic.
4190960	4192960	Yeah, it is fantasy, yes.
4192960	4199960	Yes, so could you please describe more or less realistic scenario for ending the war in Ukraine?
4199960	4202960	No, I can't because I have no idea how to end it.
4202960	4207960	I mean, there is so much reform necessary alone in Ukraine.
4207960	4214960	You would need to reorganize the way your government is thinking, not only to say acting.
4214960	4218960	You would need to bring your population all to one side and say,
4218960	4221960	guys, we are really in danger of extermination.
4221960	4227960	If you are sitting at home and watching TV, you are screwing up all of you, all of us.
4227960	4229960	You don't even have this psychology.
4229960	4234960	I mean, okay, you have lots of volunteers and people are really trying to help the country and so on.
4234960	4239960	But a big part of the population is just sitting there and doing nothing for Ukraine.
4240960	4248960	Then, as next, you would have to understand that you need many more women in your armed forces in your industry and so on and so on.
4248960	4252960	I cannot understand that you still have unemployed people at war.
4252960	4255960	You have unemployed people in Ukraine. How can this happen?
4255960	4262960	I said, your defense sector is idling around working at 40% to 60% of capacity.
4263960	4273960	And even if it would certainly like to work at higher capacity, but it can't because the government does not have the money for that.
4273960	4278960	And so you have serious problems, very extensive problems with you.
4278960	4282960	I have no idea how to solve all of this.
4282960	4286960	So therefore, I have no clear idea how can you solve the problem.
4286960	4297960	Ideally, you would manufacture, let's say, 500 to 1000 tanks a year and then you would manufacture a similar number of heavy infantry fighting vehicles.
4297960	4301960	That means vehicles as well armored as tanks.
4301960	4309960	You would manufacture not one million FPV drones a year, but five million of them.
4309960	4312960	You would have enough pilots and crews for all of this.
4312960	4314960	You would equip your entire armed forces.
4314960	4323960	You would have, ideally, you would have enough artillery ammunition and even more important, you would have such missiles like FAT or rockets.
4323960	4331960	Actually, sorry, artillery rockets like FAT, which means you can deliver a warhead of 100, 200, 300 kilogram over range of 100 kilometers.
4331960	4341960	Ideally, you would need something like 20, at least 20 Patriots and batteries, plus a similar number of IST and 70.
4341960	4350960	If you are empty, you don't have anything of this and I don't see you getting anything of this, but even enough to patch up your air defenses and so on and so on.
4350960	4353960	So I have no solution right now.
4353960	4365960	What you need is plenty of firepower and I mean really firepower in terms of 100, 200, 300 kilogram warheads being delivered and obliterating entire Russian units.
4365960	4368960	This is happening perhaps once a month, but this is too little.
4368960	4370960	You would need this happening every single day.
4370960	4377960	I also do not understand, I mean, how long is it now that you have got the first high mass that was in summer 2022?
4377960	4382960	So two years and you're still not manufacturing high mass at home?
4382960	4384960	I cannot understand this.
4384960	4385960	Why not?
4385960	4391960	You're all the time waiting for Americans to have mercy and send you another 30 rockets.
4391960	4392960	Aether comes.
4392960	4398960	Why is nobody manufacturing aether comes in Ukraine?
4398960	4399960	Out of mind of what?
4399960	4411960	Instead, the government has been, as far as I have heard, is letting the Americans buy agricultural surfaces, real estate.
4411960	4417960	I mean, it's not letting them buy directly, but it says okay, if some foreigner wants to buy it, let's do it.
4417960	4420960	And Ukrainians don't have the money to do so, so foreigners are buying it.
4420960	4425960	And the first foreigners who are doing it in the soil are the Americans.
4426960	4429960	So you're going to end as what?
4429960	4434960	A heavily indebted, lucky home territory?
4434960	4436960	I don't know where is this heading.
4436960	4439960	I have no solution for this problem, excuse me.
4439960	4444960	I mean, Middle East is perfect in comparison.
4444960	4445960	Thank you, Tom.
4445960	4451960	I hope our audience will make the appropriate conclusions from your words.
4451960	4460960	And at the end, I would just mention that we're not publishing all of Tom's texts.
4460960	4468960	That's, I'm talking to our audience, all of Tom's texts for different reasons.
4468960	4483960	But if you are looking for an interesting, competent overview of the events in the Middle East,
4483960	4489960	I would probably suggest you to take a look at Tom's blog,
4489960	4497960	because I believe that a person who spent almost 40 years studying this region
4497960	4507960	probably knows a bit more comparing to those experts you are watching on our TV.
4507960	4510960	So thank you so much, Tom.
4510960	4521960	It was a big pleasure to talk to you and they hope we will have another interview a bit later.
4521960	4524960	Thank you very much for inviting me as well.
4524960	4532960	And please keep yourself safe and do the best for your country and for all of you.
4532960	4533960	Thank you, Tom.
4533960	4535960	Goodbye, everyone.
4535960	4536960	Stay safe.
4536960	4537960	Goodbye.
